Call_Type,Call_Duration,IMEI,TAC,DESTINATION_CAT,MU_Device_type_Segment,MU_HANDSET_MOBILE_TECH,is_fraud
1,20.806632,10142,3738,OFF-NET,Smartphone,4G,0
7,2.0,8622,3374,INTERNATIONAL,Smartphone,4G,0
1,20.806632,2474,1120,ON-NET,Smartphone,4G,0
0,52.01658,6832,2772,OFF-NET,Smartphone,4G,0
0,7.566048,4368,1739,OFF-NET,Basic & Feature Phone,2G,0
1,20.806632,16311,5268,OFF-NET,Smartphone,4G,0
7,2.0,9698,3661,INTERNATIONAL,Smartphone,4G,0
7,2.0,2560,1157,OTA-SHORT,Basic & Feature Phone,2G,0
7,2.0,9276,3544,OTA-SHORT,Smartphone,4G,0
7,2.0,9276,3544,OTA-SHORT,Smartphone,4G,0
7,2.0,14964,4916,ON-NET,Smartphone,4G,0
6,2.0,9828,3674,ON-NET,Smartphone,4G,0
7,2.0,2072,955,ON-NET,Smartphone,4G,0
6,2.0,2072,955,ON-NET,Smartphone,4G,0
0,131.460084,3259,1340,OFF-NET,Basic & Feature Phone,2G,0
1,10.403316,10127,3734,OFF-NET,Smartphone,4G,0
1,72.823212,4856,1972,ON-NET,Smartphone,4G,0
0,28.37268,2489,1128,OFF-NET,Smartphone,4G,0
0,64.311408,16417,5287,OFF-NET,Smartphone,4G,0
6,2.0,2072,955,ON-NET,Smartphone,4G,0
1,146.59218,6764,2727,OFF-NET,Smartphone,4G,0
7,2.0,2560,1157,OTA-SHORT,Basic & Feature Phone,2G,0
7,2.0,2658,1202,ON-NET,Smartphone,4G,0
1,483.281316,16326,5272,OFF-NET,Smartphone,4G,0
0,96.467112,9024,3494,OFF-NET,Smartphone,4G,0
0,46.342044,11933,4195,OFF-NET,Smartphone,4G,0
1,351.821232,14788,4868,ON-NET,Smartphone,4G,0
0,15.132096,15491,5045,ON-NET,Smartphone,4G,0
0,9.45756,1059,623,ON-NET,Smartphone,4G,0
7,2.0,16141,5216,INTERNATIONAL,Smartphone,4G,0
7,2.0,16134,5215,ON-NET,Smartphone,4G,0
1,26.481168,16928,5422,ON-NET,Smartphone,4G,0
0,28.37268,4842,1964,ON-NET,Smartphone,4G,0
1,12.294828,12047,4227,OFF-NET,Smartphone,4G,0
0,45.396288,12068,4231,OFF-NET,Smartphone,4G,0
0,340.47216,14605,4834,ON-NET,Smartphone,4G,0
7,2.0,6208,2516,OTA-SHORT,Smartphone,4G,0
0,267.648948,10489,3835,ON-NET,Smartphone,4G,0
0,10.403316,16712,5367,ON-NET,Smartphone,4G,0
0,53.908092,5650,2272,ON-NET,Smartphone,4G,0
0,166.453056,11740,4154,ON-NET,Smartphone,4G,0
7,2.0,2658,1202,ON-NET,Smartphone,4G,0
1,146.59218,4530,1827,OFF-NET,Smartphone,4G,0
0,317.774016,1998,940,ON-NET,Smartphone,4G,0
1,19.860876,15156,4957,ON-NET,Smartphone,4G,0
0,171.181836,1824,873,ON-NET,Smartphone,4G,0
6,2.0,7965,3148,ON-NET,Smartphone,4G,0
6,2.0,2658,1202,ON-NET,Smartphone,4G,0
1,1569.009204,2064,955,ON-NET,Smartphone,4G,0
1,680.94432,3210,1336,OFF-NET,Basic & Feature Phone,2G,0
0,262.920168,13030,4495,OFF-NET,Smartphone,4G,0
6,2.0,13796,4647,OFF-NET,Smartphone,4G,0
7,2.0,11184,4000,OTA-SHORT,Smartphone,4G,0
7,2.0,13618,4621,OFF-NET,Smartphone,4G,0
0,22.698144,15446,5038,ON-NET,Smartphone,4G,0
0,19.860876,9787,3674,ON-NET,Smartphone,4G,0
7,2.0,14317,4776,OTA-SHORT,Smartphone,4G,0
1,23.6439,16079,5202,ON-NET,Smartphone,4G,0
0,138.080376,5423,2166,ON-NET,Smartphone,4G,0
0,854.963424,14845,4885,ON-NET,Smartphone,4G,0
7,2.0,13505,4608,ON-NET,Smartphone,4G,0
1,38.775996,13684,4626,ON-NET,Smartphone,4G,0
0,614.7414,16622,5347,ON-NET,Smartphone,4G,0
6,2.0,2658,1202,ON-NET,Smartphone,4G,0
0,135.243108,4841,1964,ON-NET,Smartphone,4G,0
1,26.481168,10447,3824,ON-NET,Smartphone,4G,0
1,39.721752,15298,5000,OFF-NET,Smartphone,4G,0
7,2.0,1853,889,ON-NET,Smartphone,4G,0
1,88.901064,6226,2520,OFF-NET,Smartphone,4G,0
6,2.0,2658,1202,ON-NET,Smartphone,4G,0
1,489.901608,3802,1527,ON-NET,Basic & Feature Phone,2G,0
7,2.0,16133,5215,OTA-SHORT,Smartphone,4G,0
1,31.209948,2531,1139,OFF-NET,Smartphone,4G,0
1,44.450532,10005,3706,ON-NET,Smartphone,4G,0
1,42.55902,600,455,OFF-NET,Smartphone,4G,0
0,62.419896,6664,2689,ON-NET,Smartphone,4G,0
1,137.13462,9327,3566,ON-NET,Basic & Feature Phone,2G,0
1,207.120564,6562,2663,ON-NET,Basic & Feature Phone,2G,0
7,2.0,6981,2827,ON-NET,Smartphone,4G,0
7,2.0,4256,1688,INTERNATIONAL,Smartphone,3G,0
7,2.0,11272,4020,OTA-SHORT,Smartphone,4G,0
1,16.077852,6136,2478,ON-NET,Smartphone,4G,0
7,2.0,10858,3924,OTA-SHORT,Smartphone,4G,0
1,131.460084,13531,4613,ON-NET,Smartphone,4G,0
7,2.0,11648,4130,OTA-SHORT,Smartphone,4G,0
1,344.255184,13244,4549,ON-NET,Smartphone,4G,0
100,3.783024,17091,5797,OTA-SHORT,Other,4G,0
6,2.0,2658,1202,ON-NET,Smartphone,4G,0
7,2.0,5979,2378,OFF-NET,Smartphone,4G,0
1,68.094432,13959,4678,OFF-NET,Smartphone,4G,0
7,2.0,11184,4000,OFF-NET,Smartphone,4G,0
1,2664.194652,1375,702,ON-NET,Smartphone,4G,0
7,2.0,13355,4583,INTERNATIONAL,Smartphone,4G,0
7,2.0,13355,4583,INTERNATIONAL,Smartphone,4G,0
7,2.0,13355,4583,INTERNATIONAL,Smartphone,4G,0
1,279.943776,3210,1336,OFF-NET,Basic & Feature Phone,2G,0
7,2.0,6261,2542,OFF-NET,Smartphone,4G,0
0,21.752388,15847,5140,OFF-NET,Smartphone,4G,0
6,2.0,398,403,ON-NET,Smartphone,4G,0
1,1708.981092,6398,2608,ON-NET,Smartphone,4G,0
7,2.0,14015,4688,INTERNATIONAL,Smartphone,4G,0
1,68.094432,5187,2071,ON-NET,Smartphone,4G,0
6,2.0,5979,2378,OFF-NET,Smartphone,4G,0
6,2.0,13983,4680,ON-NET,Smartphone,4G,0
6,2.0,2658,1202,ON-NET,Smartphone,4G,0
7,2.0,6888,2805,ON-NET,Smartphone,4G,0
7,2.0,13975,4680,OTA-SHORT,Smartphone,4G,0
7,2.0,14409,4797,OTA-SHORT,Smartphone,4G,0
7,2.0,2624,1196,OFF-NET,Smartphone,4G,0
0,191.042712,12095,4241,ON-NET,Smartphone,4G,0
0,273.323484,7544,3011,ON-NET,Smartphone,4G,0
1,80.38926,6102,2452,OFF-NET,Smartphone,4G,0
6,2.0,6842,2778,ON-NET,Smartphone,4G,0
0,70.9317,3680,1496,ON-NET,Smartphone,4G,0
0,113.49072,15422,5031,OFF-NET,Smartphone,4G,0
7,2.0,6842,2778,ON-NET,Smartphone,4G,0
7,2.0,5573,2233,OTA-SHORT,Basic & Feature Phone,3G,0
1,398.163276,9523,3616,ON-NET,Basic & Feature Phone,2G,0
0,44.450532,5573,2233,OFF-NET,Basic & Feature Phone,3G,0
7,2.0,5727,2288,OTA-SHORT,Basic & Feature Phone,2G,0
0,330.068844,7134,2885,ON-NET,Smartphone,4G,0
0,16.077852,2474,1120,OFF-NET,Smartphone,4G,0
7,2.0,11184,4000,OFF-NET,Smartphone,4G,0
0,74.714724,13531,4613,ON-NET,Smartphone,4G,0
6,2.0,11184,4000,ON-NET,Smartphone,4G,0
7,2.0,11184,4000,OFF-NET,Smartphone,4G,0
0,25.535412,13478,4608,ON-NET,Smartphone,4G,0
0,3275.153028,10377,3807,ON-NET,Smartphone,4G,0
7,2.0,6761,2725,OTA-SHORT,Smartphone,4G,0
7,2.0,10480,3833,INTERNATIONAL,Smartphone,4G,0
1,117.273744,9991,3706,ON-NET,Smartphone,4G,0
0,54.853848,12699,4407,ON-NET,Smartphone,4G,0
1,6.620292,13116,4522,ON-NET,Smartphone,4G,0
6,2.0,11394,4062,ON-NET,Smartphone,4G,0
1,1239.886116,2576,1170,ON-NET,Tablet,4G,0
7,2.0,13128,4522,ON-NET,Smartphone,4G,0
6,2.0,11184,4000,ON-NET,Smartphone,4G,0
7,2.0,14214,4746,OFF-NET,Smartphone,4G,0
6,2.0,11184,4000,ON-NET,Smartphone,4G,0
7,2.0,11062,3972,OTA-SHORT,Smartphone,4G,0
1,24.589656,7404,2975,ON-NET,Basic & Feature Phone,2G,0
0,10.403316,13505,4608,OFF-NET,Smartphone,4G,0
1,638.3853,2039,949,ON-NET,Smartphone,4G,0
0,76.606236,10869,3929,ON-NET,Smartphone,4G,0
1,17.023608,15374,5015,OFF-NET,Smartphone,4G,0
1,20428.3296,15260,4988,ON-NET,Smartphone,4G,0
7,2.0,9718,3662,OTA-SHORT,Smartphone,4G,0
0,18.91512,4803,1946,ON-NET,Smartphone,4G,0
6,2.0,280,366,ON-NET,Smartphone,4G,0
0,267.648948,13307,4566,ON-NET,Smartphone,4G,0
0,26.481168,15039,4937,OFF-NET,Smartphone,4G,0
7,2.0,8077,3208,INTERNATIONAL,Smartphone,4G,0
1,39.721752,8955,3473,ON-NET,Smartphone,4G,0
1,3405.667356,3955,1579,OFF-NET,Smartphone,4G,0
1,5.674536,4902,1980,ON-NET,Smartphone,4G,0
1,32.155704,9452,3594,OFF-NET,Smartphone,4G,0
7,2.0,16834,5405,ON-NET,Smartphone,4G,0
7,2.0,16834,5405,ON-NET,Smartphone,4G,0
0,22.698144,493,430,OFF-NET,Smartphone,4G,0
6,2.0,278,365,ON-NET,Smartphone,4G,0
7,2.0,5363,2134,INTERNATIONAL,Smartphone,4G,0
7,2.0,16385,5287,INTERNATIONAL,Smartphone,4G,0
7,2.0,6261,2542,OFF-NET,Smartphone,4G,0
0,362.224548,13617,4621,ON-NET,Smartphone,4G,0
6,2.0,13663,4623,ON-NET,Smartphone,4G,0
6,2.0,6261,2542,OFF-NET,Smartphone,4G,0
7,2.0,9367,3567,OTA-SHORT,Basic & Feature Phone,2G,0
1,226.98144,2039,949,ON-NET,Smartphone,4G,0
1,31.209948,14389,4793,ON-NET,Smartphone,4G,0
7,2.0,6407,2610,ON-NET,Smartphone,4G,0
6,2.0,16834,5405,ON-NET,Smartphone,4G,0
1,42.55902,2386,1085,ON-NET,Smartphone,4G,0
7,2.0,10158,3744,ON-NET,Smartphone,4G,0
1,490.847364,8268,3261,ON-NET,Smartphone,4G,0
0,53.908092,13341,4578,OFF-NET,Smartphone,4G,0
6,2.0,16834,5405,ON-NET,Smartphone,4G,0
7,2.0,16834,5405,ON-NET,Smartphone,4G,0
7,2.0,11184,4000,OFF-NET,Smartphone,4G,0
1,13.240584,16184,5230,OFF-NET,Smartphone,4G,0
7,2.0,11184,4000,OFF-NET,Smartphone,4G,0
6,2.0,11184,4000,ON-NET,Smartphone,4G,0
7,2.0,11718,4148,OTA-SHORT,Smartphone,4G,0
1,25.535412,16646,5350,ON-NET,Smartphone,4G,0
7,2.0,11785,4165,OTA-SHORT,Smartphone,4G,0
0,20429.275356,1962,927,ON-NET,Smartphone,4G,0
6,2.0,15074,4949,ON-NET,Smartphone,4G,0
1,397.21752,11718,4148,OFF-NET,Smartphone,4G,0
1,252.516852,9461,3597,ON-NET,Smartphone,3G,0
0,0.945756,13983,4680,OFF-NET,Smartphone,4G,0
7,2.0,8301,3272,OTA-SHORT,Smartphone,4G,0
0,17.023608,6614,2689,OFF-NET,Smartphone,4G,0
6,2.0,14575,4826,OFF-NET,Smartphone,4G,0
0,142.809156,13943,4673,ON-NET,Smartphone,4G,0
0,124.839792,2209,1004,ON-NET,Smartphone,4G,0
7,2.0,628,465,OTA-SHORT,Smartphone,4G,0
7,2.0,2110,969,OTA-SHORT,Smartphone,4G,0
7,2.0,15919,5149,INTERNATIONAL,Smartphone,4G,0
7,2.0,9462,3597,OTA-SHORT,Smartphone,3G,0
1,18.91512,4803,1946,ON-NET,Smartphone,4G,0
1,33.10146,14435,4800,OFF-NET,Smartphone,4G,0
7,2.0,14770,4863,OTA-SHORT,Smartphone,4G,0
1,101.195892,15815,5137,ON-NET,Smartphone,4G,0
1,10.403316,8201,3237,ON-NET,Smartphone,4G,0
1,24.589656,8543,3368,OFF-NET,Basic & Feature Phone,2G,0
7,2.0,14194,4746,OTA-SHORT,Smartphone,4G,0
7,2.0,15604,5079,OTA-SHORT,Smartphone,4G,0
1,5.674536,12120,4252,ON-NET,Smartphone,4G,0
1,106.870428,11509,4099,ON-NET,Smartphone,4G,0
6,2.0,14488,4811,ON-NET,Smartphone,4G,0
6,2.0,2942,1258,ON-NET,Basic & Feature Phone,2G,0
1,94.5756,9777,3674,OFF-NET,Smartphone,4G,0
7,2.0,11026,3959,OTA-SHORT,Smartphone,4G,0
7,2.0,3259,1340,ON-NET,Basic & Feature Phone,2G,0
1,29.318436,11581,4116,OFF-NET,Smartphone,4G,0
6,2.0,16506,5312,ON-NET,Smartphone,4G,0
7,2.0,10714,3896,ON-NET,Smartphone,4G,0
7,2.0,11516,4100,OFF-NET,Smartphone,4G,0
1,33.10146,4473,1792,ON-NET,Smartphone,4G,0
0,12.294828,4765,1919,ON-NET,Smartphone,4G,0
1,1483.891164,2156,977,ON-NET,Basic & Feature Phone,2G,0
6,2.0,10714,3896,ON-NET,Smartphone,4G,0
1,88.901064,5303,2102,ON-NET,Smartphone,4G,0
0,9687.378708,1845,885,ON-NET,Smartphone,4G,0
6,2.0,5167,2064,ON-NET,Smartphone,4G,0
7,2.0,14824,4877,INTERNATIONAL,Smartphone,4G,0
7,2.0,1281,674,OTA-SHORT,Basic & Feature Phone,2G,0
6,2.0,5167,2064,ON-NET,Smartphone,4G,0
0,3.783024,2489,1128,ON-NET,Smartphone,4G,0
1,44.450532,2266,1018,OFF-NET,Smartphone,4G,0
1,227.927196,6366,2596,ON-NET,Smartphone,4G,0
7,2.0,10714,3896,ON-NET,Smartphone,4G,0
7,2.0,5167,2064,ON-NET,Smartphone,4G,0
7,2.0,15907,5148,OTA-SHORT,Smartphone,4G,0
7,2.0,10714,3896,ON-NET,Smartphone,4G,0
7,2.0,7925,3125,OTA-SHORT,Basic & Feature Phone,2G,0
7,2.0,10714,3896,ON-NET,Smartphone,4G,0
1,14805.81018,4631,1859,ON-NET,Smartphone,4G,0
1,34.992972,15847,5140,OFF-NET,Smartphone,4G,0
6,2.0,10714,3896,ON-NET,Smartphone,4G,0
7,2.0,10714,3896,ON-NET,Smartphone,4G,0
7,2.0,10714,3896,ON-NET,Smartphone,4G,0
7,2.0,5979,2378,OFF-NET,Smartphone,4G,0
6,2.0,10714,3896,ON-NET,Smartphone,4G,0
0,77.551992,10138,3737,OFF-NET,Smartphone,4G,0
1,14.18634,14486,4811,ON-NET,Smartphone,4G,0
7,2.0,15066,4949,ON-NET,Smartphone,4G,0
0,747.14724,14175,4742,ON-NET,Smartphone,4G,0
6,2.0,6997,2830,OFF-NET,Smartphone,4G,0
0,68.094432,16981,5437,ON-NET,Smartphone,4G,0
7,2.0,4068,1614,INTERNATIONAL,Smartphone,4G,0
7,2.0,13943,4673,ON-NET,Smartphone,4G,0
6,2.0,8289,3269,OFF-NET,Smartphone,4G,0
7,2.0,17091,5797,OTA-SHORT,Other,4G,0
1,19.860876,3466,1422,OFF-NET,Smartphone,4G,0
0,112.544964,10758,3902,ON-NET,Smartphone,4G,0
7,2.0,2317,1049,ON-NET,Smartphone,4G,0
1,41.613264,13976,4680,OFF-NET,Smartphone,4G,0
0,86.063796,2600,1180,ON-NET,Smartphone,4G,0
1,2.837268,1763,851,ON-NET,Smartphone,3G,0
7,2.0,10386,3810,OTA-SHORT,Smartphone,4G,0
7,2.0,7452,2979,OTA-SHORT,Smartphone,4G,0
7,2.0,15066,4949,ON-NET,Smartphone,4G,0
0,130.514328,6383,2606,ON-NET,Smartphone,4G,0
7,2.0,10787,3904,ON-NET,Smartphone,4G,0
7,2.0,9167,3531,INTERNATIONAL,Smartphone,4G,0
0,31.209948,3495,1439,OFF-NET,Smartphone,4G,0
6,2.0,2164,980,ON-NET,Smartphone,4G,0
7,2.0,15066,4949,ON-NET,Smartphone,4G,0
1,20428.3296,4399,1755,ON-NET,Smartphone,4G,0
7,2.0,7214,2915,OFF-NET,Smartphone,4G,0
1,15.132096,2566,1161,OFF-NET,Smartphone,4G,0
6,2.0,14575,4826,OFF-NET,Smartphone,4G,0
6,2.0,9949,3695,ON-NET,Smartphone,4G,0
0,195.771492,10332,3797,ON-NET,Smartphone,4G,0
7,2.0,15992,5181,ON-NET,Smartphone,4G,0
6,2.0,5374,2140,ON-NET,Smartphone,4G,0
0,16.077852,8881,3459,ON-NET,Basic & Feature Phone,2G,0
7,2.0,289,368,OTA-SHORT,Smartphone,4G,0
7,2.0,289,368,OTA-SHORT,Smartphone,4G,0
0,20.806632,1303,677,OFF-NET,Basic & Feature Phone,2G,0
7,2.0,8773,3446,OTA-SHORT,Basic & Feature Phone,2G,0
6,2.0,15066,4949,ON-NET,Smartphone,4G,0
7,2.0,12613,4373,OTA-SHORT,Smartphone,4G,0
0,30.264192,5941,2371,ON-NET,Smartphone,4G,0
7,2.0,15066,4949,ON-NET,Smartphone,4G,0
0,73.768968,13981,4680,OFF-NET,Smartphone,4G,0
0,61.47414,1303,677,OFF-NET,Basic & Feature Phone,2G,0
7,2.0,4821,1956,INTERNATIONAL,Smartphone,4G,0
1,13.240584,7752,3068,OFF-NET,Smartphone,4G,0
6,2.0,231,354,OFF-NET,Smartphone,4G,0
1,1879.217172,10095,3730,ON-NET,Smartphone,4G,0
0,69.040188,12445,4345,OFF-NET,Smartphone,4G,0
7,2.0,13943,4673,ON-NET,Smartphone,4G,0
7,2.0,11919,4194,OTA-SHORT,Smartphone,4G,0
7,2.0,1964,927,ON-NET,Smartphone,4G,0
6,2.0,15066,4949,ON-NET,Smartphone,4G,0
7,2.0,9647,3650,ON-NET,Smartphone,4G,0
7,2.0,13943,4673,ON-NET,Smartphone,4G,0
7,2.0,14080,4710,OTA-SHORT,Smartphone,4G,0
7,2.0,13943,4673,ON-NET,Smartphone,4G,0
1,317.774016,9556,3626,OFF-NET,Other,4G,0
7,2.0,13943,4673,ON-NET,Smartphone,4G,0
7,2.0,2445,1105,OTA-SHORT,Smartphone,4G,0
7,2.0,6803,2755,INTERNATIONAL,Smartphone,4G,0
7,2.0,15066,4949,ON-NET,Smartphone,4G,0
1,107.816184,16329,5272,OFF-NET,Smartphone,4G,0
7,2.0,13943,4673,ON-NET,Smartphone,4G,0
6,2.0,9949,3695,ON-NET,Smartphone,4G,0
0,17.969364,13473,4608,OFF-NET,Smartphone,4G,0
7,2.0,3302,1355,INTERNATIONAL,Smartphone,4G,0
7,2.0,5515,2213,OTA-SHORT,Smartphone,4G,0
7,2.0,6726,2717,INTERNATIONAL,Smartphone,4G,0
7,2.0,3200,1335,INTERNATIONAL,Basic & Feature Phone,2G,0
6,2.0,15066,4949,ON-NET,Smartphone,4G,0
6,2.0,13247,4550,ON-NET,Smartphone,4G,0
0,2.837268,1040,613,OFF-NET,Smartphone,4G,0
1,52.01658,15338,5008,OFF-NET,Smartphone,4G,0
1,1956.769164,11470,4088,ON-NET,Smartphone,4G,0
7,2.0,4521,1821,INTERNATIONAL,Smartphone,4G,0
7,2.0,2658,1202,ON-NET,Smartphone,4G,0
7,2.0,2658,1202,ON-NET,Smartphone,4G,0
7,2.0,11919,4194,OTA-SHORT,Smartphone,4G,0
1,102.141648,10767,3902,ON-NET,Smartphone,4G,0
1,42.55902,16646,5350,ON-NET,Smartphone,4G,0
0,15.132096,9813,3674,ON-NET,Smartphone,4G,0
0,3405.667356,3299,1354,OFF-NET,Smartphone,4G,0
1,582.585696,8898,3463,ON-NET,Basic & Feature Phone,2G,0
6,2.0,15992,5181,ON-NET,Smartphone,4G,0
7,2.0,8049,3184,OTA-SHORT,Smartphone,4G,0
1,25.535412,307,374,ON-NET,Smartphone,4G,0
7,2.0,14336,4781,INTERNATIONAL,Smartphone,4G,0
7,2.0,12006,4216,INTERNATIONAL,Smartphone,4G,0
7,2.0,2841,1231,OTA-SHORT,Basic & Feature Phone,2G,0
1,31.209948,2266,1018,OFF-NET,Smartphone,4G,0
1,37.83024,3766,1516,ON-NET,Smartphone,4G,0
7,2.0,14997,4921,INTERNATIONAL,Smartphone,4G,0
0,10.403316,9813,3674,ON-NET,Smartphone,4G,0
7,2.0,11619,4120,OFF-NET,Smartphone,4G,0
7,2.0,7214,2915,OFF-NET,Smartphone,4G,0
0,19.860876,9726,3665,OFF-NET,Smartphone,4G,0
1,9053.722188,10095,3730,ON-NET,Smartphone,4G,0
7,2.0,4902,1980,OTA-SHORT,Smartphone,4G,0
7,2.0,7677,3043,OTA-SHORT,Smartphone,4G,0
6,2.0,9726,3665,ON-NET,Smartphone,4G,0
0,24.589656,4131,1647,ON-NET,Smartphone,4G,0
6,2.0,11692,4138,ON-NET,Smartphone,4G,0
6,2.0,11692,4138,ON-NET,Smartphone,4G,0
6,2.0,11692,4138,ON-NET,Smartphone,4G,0
0,43.504776,9830,3675,OFF-NET,Smartphone,4G,0
7,2.0,8927,3471,OTA-SHORT,Smartphone,4G,0
7,2.0,4902,1980,OTA-SHORT,Smartphone,4G,0
7,2.0,7168,2895,OTA-SHORT,Basic & Feature Phone,2G,0
7,2.0,4637,1862,INTERNATIONAL,Smartphone,4G,0
7,2.0,9491,3605,OTA-SHORT,Smartphone,4G,0
7,2.0,4902,1980,OTA-SHORT,Smartphone,4G,0
0,4.72878,14074,4707,ON-NET,Smartphone,4G,0
6,2.0,11692,4138,ON-NET,Smartphone,4G,0
0,40.667508,15453,5040,ON-NET,Smartphone,4G,0
7,2.0,4359,1736,OTA-SHORT,Smartphone,4G,0
6,2.0,11692,4138,ON-NET,Smartphone,4G,0
1,5.674536,11276,4021,OFF-NET,Smartphone,4G,0
7,2.0,13642,4621,INTERNATIONAL,Smartphone,4G,0
6,2.0,11692,4138,ON-NET,Smartphone,4G,0
0,346.146696,4432,1773,ON-NET,Smartphone,4G,0
7,2.0,11062,3972,OTA-SHORT,Smartphone,4G,0
7,2.0,13815,4650,OTA-SHORT,Smartphone,4G,0
6,2.0,12990,4477,OFF-NET,Smartphone,4G,0
7,2.0,9830,3675,OTA-SHORT,Smartphone,4G,0
0,6.620292,3023,1267,ON-NET,Smartphone,4G,0
0,20429.275356,14902,4899,ON-NET,Smartphone,4G,0
7,2.0,237,357,OTA-SHORT,Smartphone,4G,0
6,2.0,9978,3701,ON-NET,Smartphone,4G,0
6,2.0,9978,3701,ON-NET,Smartphone,4G,0
0,19.860876,10347,3800,OFF-NET,Smartphone,4G,0
1,69.040188,14453,4803,OFF-NET,Smartphone,4G,0
0,102.141648,6813,2763,OFF-NET,Smartphone,4G,0
7,2.0,3606,1464,OTA-SHORT,Smartphone,4G,0
1,49.179312,7214,2915,OFF-NET,Smartphone,4G,0
7,2.0,15205,4976,OTA-SHORT,Smartphone,4G,0
6,2.0,9978,3701,ON-NET,Smartphone,4G,0
0,24.589656,3220,1337,OFF-NET,Basic & Feature Phone,2G,0
6,2.0,278,365,ON-NET,Smartphone,4G,0
6,2.0,6261,2542,OFF-NET,Smartphone,4G,0
7,2.0,5124,2055,OTA-SHORT,Smartphone,4G,0
7,2.0,3466,1422,OTA-SHORT,Smartphone,4G,0
7,2.0,14559,4821,OTA-SHORT,Smartphone,4G,0
6,2.0,6261,2542,OFF-NET,Smartphone,4G,0
7,2.0,7032,2846,INTERNATIONAL,Smartphone,4G,0
7,2.0,14605,4834,OTA-SHORT,Smartphone,4G,0
0,13.240584,9730,3666,ON-NET,Smartphone,4G,0
0,13.240584,12395,4330,OFF-NET,Smartphone,4G,0
1,18.91512,1239,669,ON-NET,Smartphone,4G,0
7,2.0,12548,4361,INTERNATIONAL,Smartphone,4G,0
7,2.0,15919,5149,INTERNATIONAL,Smartphone,4G,0
7,2.0,14710,4852,INTERNATIONAL,Smartphone,4G,0
7,2.0,14317,4776,INTERNATIONAL,Smartphone,4G,0
7,2.0,9978,3701,ON-NET,Smartphone,4G,0
0,17.969364,14334,4781,OFF-NET,Smartphone,4G,0
7,2.0,16797,5393,OTA-SHORT,Smartphone,4G,0
7,2.0,3976,1581,INTERNATIONAL,Smartphone,4G,0
7,2.0,16085,5204,INTERNATIONAL,Smartphone,4G,0
1,18.91512,14094,4712,ON-NET,Smartphone,4G,0
0,11.349072,8221,3246,OFF-NET,Smartphone,4G,0
7,2.0,15882,5145,INTERNATIONAL,Smartphone,4G,0
1,5.674536,3741,1515,OFF-NET,Smartphone,4G,0
7,2.0,130,323,OTA-SHORT,Basic & Feature Phone,2G,0
7,2.0,5765,2299,INTERNATIONAL,Basic & Feature Phone,2G,0
7,2.0,663,479,INTERNATIONAL,Smartphone,4G,0
7,2.0,16139,5216,INTERNATIONAL,Smartphone,4G,0
7,2.0,13511,4608,OFF-NET,Smartphone,4G,0
7,2.0,8369,3297,INTERNATIONAL,Basic & Feature Phone,2G,0
0,173.073348,5888,2347,ON-NET,Smartphone,4G,0
0,8.511804,15123,4952,ON-NET,Smartphone,4G,0
7,2.0,10158,3744,ON-NET,Smartphone,4G,0
7,2.0,13535,4614,ON-NET,Smartphone,4G,0
0,35.938728,4257,1689,OFF-NET,Basic & Feature Phone,2G,0
0,32.155704,5551,2223,ON-NET,Smartphone,3G,0
6,2.0,8004,3166,ON-NET,Basic & Feature Phone,2G,0
1,116.327988,8655,3382,ON-NET,Smartphone,4G,0
0,17.023608,12359,4322,OFF-NET,Smartphone,4G,0
7,2.0,3512,1439,OTA-SHORT,Smartphone,4G,0
1,12.294828,13174,4533,OFF-NET,Smartphone,4G,0
0,9.45756,15113,4952,OFF-NET,Smartphone,4G,0
7,2.0,15937,5156,ON-NET,Smartphone,4G,0
1,79.443504,7993,3161,OFF-NET,Basic & Feature Phone,2G,0
1,12.294828,6012,2401,ON-NET,Smartphone,4G,0
1,13.240584,2005,940,OFF-NET,Smartphone,4G,0
6,2.0,1431,727,ON-NET,Smartphone,4G,0
1,24.589656,13535,4614,OFF-NET,Smartphone,4G,0
0,39.721752,13535,4614,OFF-NET,Smartphone,4G,0
0,2.837268,3023,1267,ON-NET,Smartphone,4G,0
0,41.613264,7404,2975,ON-NET,Basic & Feature Phone,2G,0
0,25.535412,1740,845,ON-NET,Smartphone,4G,0
7,2.0,7844,3090,INTERNATIONAL,Basic & Feature Phone,2G,0
0,31.209948,15992,5181,ON-NET,Smartphone,4G,0
7,2.0,4020,1594,OTA-SHORT,Basic & Feature Phone,2G,0
6,2.0,6909,2816,OFF-NET,Smartphone,4G,0
0,91.738332,4131,1647,ON-NET,Smartphone,4G,0
7,2.0,2040,949,OTA-SHORT,Smartphone,4G,0
7,2.0,15882,5145,OTA-SHORT,Smartphone,4G,0
1,22.698144,3241,1340,OFF-NET,Basic & Feature Phone,2G,0
1,26.481168,10498,3839,ON-NET,Smartphone,4G,0
0,25.535412,11998,4213,OFF-NET,Smartphone,4G,0
7,2.0,14656,4847,OTA-SHORT,Smartphone,4G,0
1,58.636872,14937,4913,OFF-NET,Smartphone,4G,0
1,269.54046,12438,4343,OFF-NET,Smartphone,4G,0
0,28.37268,7670,3042,OFF-NET,Smartphone,4G,0
7,2.0,8652,3380,INTERNATIONAL,Smartphone,3G,0
1,39.721752,12937,4468,OFF-NET,Smartphone,4G,0
7,2.0,12013,4221,INTERNATIONAL,Smartphone,4G,0
