Call_Type,Call_Duration,IMEI,TAC,DESTINATION_CAT,MU_Device_type_Segment,MU_HANDSET_MOBILE_TECH,is_fraud
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
0,1.891512,1807,5566,ON-NET,Basic & Feature Phone,3G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
0,86.063796,8380,5772,OFF-NET,Basic & Feature Phone,2G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
0,42.55902,8380,5772,OFF-NET,Basic & Feature Phone,2G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
7,2.0,13417,139,OTA-SHORT,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
1,75.66048,7246,5736,OFF-NET,Smartphone,4G,1
0,16.077852,2734,5596,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
0,19.860876,13276,130,OFF-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
7,2.0,831,5524,OTA-SHORT,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
0,48.233556,10038,23,OFF-NET,Smartphone,4G,1
6,2.0,3104,5604,OFF-NET,Basic & Feature Phone,2G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
1,26.481168,1464,5544,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
7,2.0,14990,186,OTA-SHORT,Smartphone,4G,1
7,2.0,12780,112,OTA-SHORT,Smartphone,4G,1
0,39.721752,4959,5663,ON-NET,Smartphone,4G,1
0,267.648948,1317,5534,ON-NET,Basic & Feature Phone,2G,1
7,2.0,150,5485,OTA-SHORT,Smartphone,4G,1
0,89.84682,1464,5544,ON-NET,Smartphone,4G,1
0,44.450532,5822,5691,OFF-NET,Smartphone,4G,1
7,2.0,2733,5596,ON-NET,Smartphone,4G,1
1,63.365652,5465,5679,ON-NET,Smartphone,4G,1
1,2.837268,13469,142,OTA-SHORT,Smartphone,4G,1
7,2.0,206,5489,OTA-SHORT,Smartphone,3G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
0,140.917644,12903,114,ON-NET,Smartphone,4G,1
0,11.349072,4089,5635,ON-NET,Basic & Feature Phone,2G,1
0,7.566048,3173,5606,ON-NET,Smartphone,3G,1
1,88.901064,1575,5554,ON-NET,Tablet,4G,1
6,2.0,6111,5701,OFF-NET,Smartphone,4G,1
0,100.250136,11515,69,OFF-NET,Smartphone,4G,1
1,5.674536,14324,165,ON-NET,Basic & Feature Phone,2G,1
1,15.132096,14324,165,ON-NET,Basic & Feature Phone,2G,1
1,15.132096,3173,5606,ON-NET,Smartphone,3G,1
0,45.396288,16052,223,OFF-NET,Smartphone,4G,1
0,64.311408,3600,5620,ON-NET,Basic & Feature Phone,2G,1
0,37.83024,16225,230,OFF-NET,Smartphone,4G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
7,2.0,2547,5590,OTA-SHORT,Smartphone,4G,1
1,75.66048,4060,5633,ON-NET,Smartphone,4G,1
0,127.67706,12660,106,ON-NET,Smartphone,4G,1
0,0.945756,1575,5554,OFF-NET,Tablet,4G,1
0,27.426924,4060,5633,ON-NET,Smartphone,4G,1
0,57.691116,10038,23,ON-NET,Smartphone,4G,1
0,62.419896,3269,5608,ON-NET,Basic & Feature Phone,2G,1
1,13.240584,3653,5621,ON-NET,Basic & Feature Phone,2G,1
0,43.504776,12273,96,OFF-NET,Smartphone,4G,1
0,81.335016,9205,5789,ON-NET,Smartphone,4G,1
7,2.0,206,5489,OTA-SHORT,Smartphone,3G,1
1,15.132096,4089,5635,ON-NET,Basic & Feature Phone,2G,1
0,52.962336,6597,5717,OFF-NET,Smartphone,4G,1
1,97.412868,6572,5714,OFF-NET,Smartphone,4G,1
7,2.0,780,5517,OTA-SHORT,Smartphone,3G,1
0,11.349072,8274,5765,ON-NET,Smartphone,4G,1
7,2.0,2606,5594,OTA-SHORT,Smartphone,3G,1
1,10.403316,11598,72,OFF-NET,Smartphone,4G,1
0,111.599208,9233,5790,ON-NET,Basic & Feature Phone,2G,1
100,26.481168,17091,5797,OTA-SHORT,Other,4G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
7,2.0,15924,215,OTA-SHORT,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
0,24.589656,5872,5694,OFF-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
0,4.72878,1726,5560,ON-NET,Smartphone,3G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
0,35.938728,15099,189,OFF-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
7,2.0,1078,5533,INTERNATIONAL,Basic & Feature Phone,2G,1
100,33.10146,17091,5797,OTA-SHORT,Other,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
7,2.0,14990,186,OTA-SHORT,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,14769,179,ON-NET,Modem,3G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
1,8.511804,1337,5536,OFF-NET,Smartphone,3G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
0,11.349072,6046,5698,ON-NET,Basic & Feature Phone,2G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
1,5.674536,7604,5743,ON-NET,Basic & Feature Phone,2G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
0,55.799604,10605,43,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
7,2.0,12780,112,OTA-SHORT,Smartphone,4G,1
100,1.891512,17091,5797,OTA-SHORT,Other,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
7,2.0,1759,5562,OTA-SHORT,Basic & Feature Phone,3G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
7,2.0,12780,112,OTA-SHORT,Smartphone,4G,1
7,2.0,780,5517,OTA-SHORT,Smartphone,3G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
6,2.0,12780,112,ON-NET,Smartphone,4G,1
1,34.047216,12611,105,OFF-NET,Smartphone,4G,1
0,4.72878,9205,5789,ON-NET,Smartphone,4G,1
1,47.2878,10980,52,OFF-NET,Smartphone,4G,1
0,17.023608,911,5526,OFF-NET,Smartphone,4G,1
0,72.823212,2606,5594,ON-NET,Smartphone,3G,1
7,2.0,14116,159,OTA-SHORT,Smartphone,4G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
0,232.655976,14877,183,OFF-NET,Smartphone,4G,1
1,77.551992,14387,171,OFF-NET,Smartphone,4G,1
1,278.052264,1955,5573,ON-NET,Basic & Feature Phone,2G,1
1,104.03316,10038,23,OFF-NET,Smartphone,4G,1
7,2.0,320,5495,INTERNATIONAL,Smartphone,4G,1
0,43.504776,86,5482,OFF-NET,Smartphone,4G,1
7,2.0,2864,5598,ON-NET,Smartphone,4G,1
0,8.511804,758,5515,ON-NET,Basic & Feature Phone,2G,1
7,2.0,16554,239,OTA-SHORT,Smartphone,4G,1
0,13.240584,10514,41,OFF-NET,Smartphone,4G,1
0,19.860876,12698,108,OFF-NET,Smartphone,4G,1
0,78.497748,876,5525,ON-NET,Smartphone,4G,1
1,31.209948,5872,5694,OFF-NET,Smartphone,4G,1
0,22.698144,16369,234,ON-NET,Smartphone,4G,1
0,8.511804,1955,5573,ON-NET,Basic & Feature Phone,2G,1
1,30.264192,15736,213,OFF-NET,Smartphone,4G,1
0,76.606236,2606,5594,ON-NET,Smartphone,3G,1
0,56.74536,14929,185,OFF-NET,Smartphone,4G,1
7,2.0,1759,5562,OTA-SHORT,Basic & Feature Phone,3G,1
0,33.10146,3600,5620,ON-NET,Basic & Feature Phone,2G,1
100,3.783024,17091,5797,OTA-SHORT,Other,4G,1
0,81.335016,780,5517,ON-NET,Smartphone,3G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
6,2.0,14769,179,ON-NET,Modem,3G,1
0,95.521356,7636,5745,ON-NET,Smartphone,3G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
0,10.403316,1378,5537,ON-NET,Basic & Feature Phone,2G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
0,114.436476,12150,92,OFF-NET,Smartphone,4G,1
0,42.55902,13147,123,ON-NET,Smartphone,4G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
6,2.0,14769,179,ON-NET,Modem,3G,1
0,16.077852,9035,5787,ON-NET,Smartphone,4G,1
7,2.0,10038,23,OFF-NET,Smartphone,4G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
6,2.0,14769,179,ON-NET,Modem,3G,1
1,16.077852,13193,125,ON-NET,Smartphone,4G,1
7,2.0,10310,35,INTERNATIONAL,Smartphone,4G,1
0,63.365652,1817,5567,ON-NET,Smartphone,4G,1
6,2.0,14769,179,ON-NET,Modem,3G,1
0,242.113536,304,5494,ON-NET,Basic & Feature Phone,2G,1
1,18.91512,13042,120,OFF-NET,Smartphone,4G,1
0,31.209948,9016,5786,OFF-NET,Smartphone,4G,1
6,2.0,12172,93,ON-NET,Modem,2G,1
1,171.181836,10310,35,ON-NET,Smartphone,4G,1
0,20.806632,7252,5736,ON-NET,Smartphone,4G,1
0,134.297352,780,5517,ON-NET,Smartphone,3G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
6,2.0,14769,179,ON-NET,Modem,3G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
6,2.0,14769,179,ON-NET,Modem,3G,1
0,13.240584,8722,5780,ON-NET,Smartphone,4G,1
0,139.026132,463,5505,ON-NET,Other,4G,1
0,15.132096,6319,5710,ON-NET,Basic & Feature Phone,2G,1
0,1.891512,6875,5726,ON-NET,Basic & Feature Phone,2G,1
7,2.0,7246,5736,INTERNATIONAL,Smartphone,4G,1
0,36.884484,6319,5710,ON-NET,Basic & Feature Phone,2G,1
0,21.752388,12347,100,OFF-NET,Smartphone,4G,1
0,92.684088,12273,96,ON-NET,Smartphone,4G,1
0,15.132096,5449,5677,ON-NET,Smartphone,4G,1
7,2.0,1955,5573,OTA-SHORT,Basic & Feature Phone,2G,1
0,29.318436,2606,5594,ON-NET,Smartphone,3G,1
1,10.403316,6875,5726,ON-NET,Basic & Feature Phone,2G,1
7,2.0,12273,96,ON-NET,Smartphone,4G,1
7,2.0,932,5529,OTA-SHORT,Smartphone,4G,1
0,260.0829,2606,5594,ON-NET,Smartphone,3G,1
1,87.955308,7222,5733,ON-NET,Smartphone,3G,1
1,59.582628,11515,69,OFF-NET,Smartphone,4G,1
7,2.0,14087,157,INTERNATIONAL,Smartphone,4G,1
6,2.0,12172,93,ON-NET,Modem,2G,1
0,136.188864,6598,5717,ON-NET,Smartphone,4G,1
0,218.469636,1401,5543,ON-NET,Smartphone,3G,1
7,2.0,6297,5707,OTA-SHORT,Smartphone,4G,1
1,1.891512,7996,5760,ON-NET,Tablet,3G,1
6,2.0,12172,93,ON-NET,Modem,2G,1
6,2.0,12172,93,ON-NET,Modem,2G,1
0,236.439,9235,5790,ON-NET,Basic & Feature Phone,2G,1
0,169.290324,16172,227,ON-NET,Smartphone,4G,1
0,1.891512,1401,5543,OFF-NET,Smartphone,3G,1
0,106.870428,876,5525,ON-NET,Smartphone,4G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
1,15.132096,9560,2,ON-NET,Smartphone,3G,1
0,28.37268,1378,5537,ON-NET,Basic & Feature Phone,2G,1
1,60.528384,7996,5760,ON-NET,Tablet,3G,1
1,12.294828,1464,5544,ON-NET,Smartphone,4G,1
1,137.13462,15234,194,OFF-NET,Smartphone,4G,1
6,2.0,12172,93,ON-NET,Modem,2G,1
7,2.0,8796,5782,INTERNATIONAL,Basic & Feature Phone,2G,1
6,2.0,14769,179,ON-NET,Modem,3G,1
7,2.0,415,5499,INTERNATIONAL,Smartphone,4G,1
7,2.0,11743,77,INTERNATIONAL,Smartphone,4G,1
7,2.0,8298,5769,OTA-SHORT,Other,4G,1
7,2.0,14684,176,OTA-SHORT,Smartphone,4G,1
1,5.674536,6875,5726,ON-NET,Basic & Feature Phone,2G,1
7,2.0,3181,5607,INTERNATIONAL,Smartphone,4G,1
0,80.38926,9016,5786,OFF-NET,Smartphone,4G,1
7,2.0,1337,5536,OTA-SHORT,Smartphone,3G,1
1,9.45756,4089,5635,ON-NET,Basic & Feature Phone,2G,1
7,2.0,365,5496,INTERNATIONAL,Smartphone,4G,1
0,17.023608,7487,5738,OFF-NET,Smartphone,4G,1
7,2.0,11986,86,OTA-SHORT,Smartphone,4G,1
0,20.806632,6,5472,ON-NET,Smartphone,3G,1
7,2.0,9921,20,OTA-SHORT,Smartphone,4G,1
0,37.83024,1726,5560,OFF-NET,Smartphone,3G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
100,7.566048,17091,5797,OTA-SHORT,Other,4G,1
7,2.0,1762,5562,OTA-SHORT,Basic & Feature Phone,3G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
7,2.0,12318,99,INTERNATIONAL,Smartphone,4G,1
0,118.2195,7222,5733,ON-NET,Smartphone,3G,1
7,2.0,12698,108,OFF-NET,Smartphone,4G,1
6,2.0,12172,93,ON-NET,Modem,2G,1
7,2.0,2547,5590,OTA-SHORT,Smartphone,4G,1
0,55.799604,9016,5786,OFF-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
7,2.0,3468,5617,INTERNATIONAL,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,12389,102,ON-NET,Smartphone,4G,1
6,2.0,14685,176,ON-NET,Smartphone,4G,1
6,2.0,787,5522,ON-NET,Smartphone,4G,1
6,2.0,12389,102,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,14685,176,ON-NET,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
0,24.589656,16551,238,OFF-NET,Other,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,787,5522,ON-NET,Smartphone,4G,1
6,2.0,14685,176,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,12389,102,ON-NET,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
1,17.023608,6,5472,ON-NET,Smartphone,3G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,787,5522,ON-NET,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,12389,102,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,14685,176,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,1379,5538,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,2547,5590,ON-NET,Smartphone,4G,1
6,2.0,787,5522,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,2547,5590,ON-NET,Smartphone,4G,1
6,2.0,1379,5538,ON-NET,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
6,2.0,1379,5538,ON-NET,Smartphone,4G,1
6,2.0,787,5522,ON-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
6,2.0,671,5510,ON-NET,Smartphone,4G,1
0,52.01658,9185,5789,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,12389,102,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,12172,93,ON-NET,Modem,2G,1
6,2.0,671,5510,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,2547,5590,ON-NET,Smartphone,4G,1
6,2.0,12389,102,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,787,5522,ON-NET,Smartphone,4G,1
6,2.0,14685,176,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,1379,5538,ON-NET,Smartphone,4G,1
7,2.0,9831,16,INTERNATIONAL,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,1379,5538,ON-NET,Smartphone,4G,1
6,2.0,14685,176,ON-NET,Smartphone,4G,1
6,2.0,2547,5590,ON-NET,Smartphone,4G,1
6,2.0,671,5510,ON-NET,Smartphone,4G,1
6,2.0,1796,5563,ON-NET,Smartphone,4G,1
6,2.0,2547,5590,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
6,2.0,13327,134,ON-NET,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
6,2.0,13327,134,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,787,5522,ON-NET,Smartphone,4G,1
6,2.0,671,5510,ON-NET,Smartphone,4G,1
6,2.0,14685,176,ON-NET,Smartphone,4G,1
6,2.0,1796,5563,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
1,389.651472,16749,248,ON-NET,Smartphone,4G,1
6,2.0,13807,146,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,2543,5588,ON-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
6,2.0,12389,102,ON-NET,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
6,2.0,14685,176,ON-NET,Smartphone,4G,1
6,2.0,671,5510,ON-NET,Smartphone,4G,1
6,2.0,12389,102,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,9831,16,ON-NET,Smartphone,4G,1
6,2.0,787,5522,ON-NET,Smartphone,4G,1
6,2.0,2547,5590,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
6,2.0,671,5510,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,14685,176,ON-NET,Smartphone,4G,1
6,2.0,13327,134,ON-NET,Smartphone,4G,1
6,2.0,2547,5590,ON-NET,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
6,2.0,13807,146,ON-NET,Smartphone,4G,1
6,2.0,12389,102,ON-NET,Smartphone,4G,1
6,2.0,787,5522,ON-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
6,2.0,1379,5538,ON-NET,Smartphone,4G,1
6,2.0,13327,134,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,671,5510,ON-NET,Smartphone,4G,1
6,2.0,2547,5590,ON-NET,Smartphone,4G,1
6,2.0,1796,5563,ON-NET,Smartphone,4G,1
6,2.0,2543,5588,ON-NET,Smartphone,4G,1
6,2.0,14685,176,ON-NET,Smartphone,4G,1
6,2.0,1796,5563,ON-NET,Smartphone,4G,1
6,2.0,14685,176,ON-NET,Smartphone,4G,1
6,2.0,12389,102,ON-NET,Smartphone,4G,1
6,2.0,9831,16,ON-NET,Smartphone,4G,1
0,23.6439,11706,76,ON-NET,Smartphone,4G,1
6,2.0,1379,5538,ON-NET,Smartphone,4G,1
6,2.0,13807,146,ON-NET,Smartphone,4G,1
6,2.0,787,5522,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,671,5510,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
6,2.0,1379,5538,ON-NET,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
6,2.0,13327,134,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,13327,134,ON-NET,Smartphone,4G,1
6,2.0,1379,5538,ON-NET,Smartphone,4G,1
6,2.0,9831,16,ON-NET,Smartphone,4G,1
6,2.0,787,5522,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,1796,5563,ON-NET,Smartphone,4G,1
1,106.870428,16994,254,OFF-NET,Smartphone,4G,1
6,2.0,2543,5588,ON-NET,Smartphone,4G,1
6,2.0,12389,102,ON-NET,Smartphone,4G,1
7,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,9831,16,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,13807,146,ON-NET,Smartphone,4G,1
6,2.0,14685,176,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,2547,5590,ON-NET,Smartphone,4G,1
6,2.0,12389,102,ON-NET,Smartphone,4G,1
6,2.0,13327,134,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,14685,176,ON-NET,Smartphone,4G,1
6,2.0,671,5510,ON-NET,Smartphone,4G,1
6,2.0,2543,5588,ON-NET,Smartphone,4G,1
6,2.0,13327,134,ON-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
6,2.0,13807,146,ON-NET,Smartphone,4G,1
6,2.0,13327,134,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,671,5510,ON-NET,Smartphone,4G,1
6,2.0,12389,102,ON-NET,Smartphone,4G,1
6,2.0,9921,20,ON-NET,Smartphone,4G,1
6,2.0,1379,5538,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,787,5522,ON-NET,Smartphone,4G,1
6,2.0,9831,16,ON-NET,Smartphone,4G,1
6,2.0,1796,5563,ON-NET,Smartphone,4G,1
6,2.0,15924,215,ON-NET,Smartphone,4G,1
6,2.0,10039,23,ON-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
6,2.0,1379,5538,ON-NET,Smartphone,4G,1
6,2.0,13807,146,ON-NET,Smartphone,4G,1
6,2.0,9831,16,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,14684,176,ON-NET,Smartphone,4G,1
6,2.0,1796,5563,ON-NET,Smartphone,4G,1
6,2.0,13327,134,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
7,2.0,9884,18,OTA-SHORT,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,1379,5538,ON-NET,Smartphone,4G,1
6,2.0,787,5522,ON-NET,Smartphone,4G,1
6,2.0,8354,5771,ON-NET,Smartphone,4G,1
