Call_Type,Charging_Tm,Call_Duration,Location,A_Num,B_Num,cell_id,IMEI,TAC,DESTINATION,DESTINATION_CAT,MU_Device_type_Segment,MU_HANDSET_MOBILE_TECH
6,2024-12-08 13:12:00,2.0,32860,503,24394,816029.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:12:00,2.0,16270,747,24394,771051.0,14683,176,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:12:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:12:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:13:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:13:00,2.0,12375,503,24394,916255.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:13:00,2.0,12375,503,24394,916255.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:14:00,2.0,34230,303,24394,759363.0,7947,5757,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:14:00,2.0,18367,247,24394,790584.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:14:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:15:00,2.0,40240,614,24394,799242.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:15:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:15:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:16:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:16:00,2.0,12375,503,24394,916255.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:16:00,2.0,18367,247,24394,790584.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:16:00,2.0,12375,503,24394,916255.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:17:00,2.0,18367,247,24394,790584.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:17:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:17:00,2.0,18367,247,24394,790584.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:17:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:17:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:17:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:18:00,2.0,18367,247,24394,790584.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:18:00,2.0,18367,247,24394,790584.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:18:00,2.0,32860,614,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:19:00,2.0,16270,747,24394,771051.0,14683,176,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:19:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:19:00,2.0,32860,614,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:19:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:19:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:20:00,2.0,16270,747,24394,771051.0,14683,176,OTA,ON-NET,Smartphone,4G
7,2024-12-08 13:20:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
6,2024-12-08 13:20:00,2.0,32860,614,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:20:00,2.0,16270,747,24394,771051.0,14683,176,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:20:00,2.0,32860,614,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:20:00,2.0,32860,614,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:20:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:20:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:20:00,2.0,32860,614,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
0,2024-12-08 13:20:00,31.209948,34746,57,20492,835153.0,12273,96,MOBILIS,OFF-NET,Smartphone,4G
6,2024-12-08 13:21:00,2.0,32860,614,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
0,2024-12-08 13:21:00,147.537936,24816,564,30479,761665.0,7996,5760,OTA,ON-NET,Tablet,3G
6,2024-12-08 13:21:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
1,2024-12-08 13:21:00,32.155704,9529,22,24959,781671.0,4089,5635,OTA,ON-NET,Basic & Feature Phone,2G
6,2024-12-08 13:21:00,2.0,16270,747,24394,771051.0,14683,176,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:21:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
7,2024-12-08 13:21:00,2.0,25779,240,24396,895217.0,6299,5708,OTA-SHORT,OTA-SHORT,Other,4G
6,2024-12-08 13:21:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:22:00,2.0,32860,614,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:22:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:22:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:22:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:22:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:23:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:23:00,2.0,32860,614,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:23:00,2.0,16270,747,24394,771051.0,14683,176,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:23:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:23:00,2.0,32860,614,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:24:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:25:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:25:00,2.0,16270,747,24394,771051.0,14683,176,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:25:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:25:00,2.0,34230,303,24394,759363.0,7947,5757,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:25:00,2.0,32860,614,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:26:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:26:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:26:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:26:00,2.0,34230,303,24394,759363.0,7947,5757,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:26:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:26:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:27:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:27:00,2.0,5480,477,24394,739767.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:27:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:27:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:27:00,2.0,8351,503,24394,926877.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:27:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:27:00,2.0,5480,477,24394,739767.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:28:00,2.0,5480,477,24394,739767.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:28:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:28:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:28:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:28:00,2.0,5480,477,24394,739767.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:28:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:28:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:29:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:29:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:29:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:29:00,2.0,38745,503,24394,739924.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:29:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:29:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:29:00,2.0,38745,503,24394,739924.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:29:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:29:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:30:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:30:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:30:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:30:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:30:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:30:00,2.0,38745,503,24394,739924.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:31:00,2.0,38745,503,24394,739924.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:31:00,2.0,5480,477,24394,739767.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:31:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:31:00,2.0,5480,477,24394,739767.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:32:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:32:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:32:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:32:00,2.0,5480,477,24394,739767.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:32:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:32:00,2.0,16270,747,24394,771051.0,14683,176,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:32:00,2.0,21387,118,24394,854492.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:32:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:32:00,2.0,5480,477,24394,739767.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:32:00,2.0,38745,503,24394,739924.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:32:00,2.0,34230,303,24394,759363.0,7947,5757,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:33:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
0,2024-12-08 13:33:00,31.209948,2288,566,26948,797851.0,13944,149,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:33:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:33:00,2.0,38745,503,24394,739924.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:34:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:34:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:34:00,2.0,16270,747,24394,771051.0,14683,176,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:34:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:34:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:34:00,2.0,5480,477,24394,739767.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:35:00,2.0,38745,503,24394,739924.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:35:00,2.0,32243,466,24394,828378.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:35:00,2.0,38745,503,24394,739924.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:35:00,2.0,32243,466,24394,828378.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:35:00,2.0,5480,477,24394,739767.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:35:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:35:00,2.0,32243,466,24394,828378.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:35:00,2.0,42693,118,24394,833534.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:35:00,2.0,5480,477,24394,739767.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:35:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
0,2024-12-08 13:35:00,17.969364,42634,57,20906,819789.0,12273,96,MOBILIS,OFF-NET,Smartphone,4G
6,2024-12-08 13:35:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:36:00,2.0,38745,503,24394,739924.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:36:00,2.0,5480,477,24394,739767.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:36:00,2.0,16270,747,24394,771051.0,14683,176,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:36:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:36:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:36:00,2.0,34230,303,24394,759363.0,7947,5757,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:36:00,2.0,16270,747,24394,771051.0,14683,176,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:36:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:37:00,2.0,42693,118,24394,833534.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:37:00,2.0,32243,466,24394,828378.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:37:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:37:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:37:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:37:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:37:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:38:00,2.0,42693,118,24394,833534.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:38:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:38:00,2.0,42693,118,24394,833534.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:38:00,2.0,42693,118,24394,833534.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:38:00,2.0,42693,118,24394,833534.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:38:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:38:00,2.0,42693,118,24394,833534.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:38:00,2.0,34230,303,24394,759363.0,7947,5757,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:38:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:38:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:39:00,2.0,32243,466,24394,828378.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:39:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:39:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:40:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:40:00,2.0,12504,477,24394,810493.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:40:00,2.0,16270,747,24394,771051.0,14683,176,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:40:00,2.0,16270,747,24394,771051.0,14683,176,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:40:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:40:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:40:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:40:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:40:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:40:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:41:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:41:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:41:00,2.0,24804,477,24394,769635.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:41:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:41:00,2.0,34230,303,24394,759363.0,7947,5757,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:41:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:41:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:42:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:42:00,2.0,24804,477,24394,769635.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:42:00,2.0,34230,303,24394,759363.0,7947,5757,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:42:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
6,2024-12-08 13:42:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:42:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:43:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:43:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:43:00,2.0,34230,303,24394,759363.0,7947,5757,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:43:00,2.0,16270,747,24394,771051.0,14683,176,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:43:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:43:00,2.0,32243,466,24394,828378.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:43:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:43:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:43:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:43:00,2.0,34230,303,24394,759363.0,7947,5757,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:43:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:43:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:44:00,2.0,32243,466,24394,828378.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:44:00,2.0,38745,503,24394,739924.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:44:00,2.0,38745,503,24394,739924.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:44:00,2.0,32243,466,24394,828378.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:44:00,2.0,38745,503,24394,739924.0,783,5518,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:44:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:45:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:45:00,2.0,32243,466,24394,828378.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:45:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:45:00,2.0,42693,118,24394,833534.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:45:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:45:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:46:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:46:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:46:00,2.0,42693,118,24394,833534.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:46:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:46:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:47:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:47:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:47:00,2.0,42693,118,24394,833534.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:47:00,2.0,32243,466,24394,828378.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:48:00,2.0,40219,247,24394,843509.0,10034,22,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:48:00,2.0,42693,118,24394,833534.0,1650,5555,OTA,ON-NET,Smartphone,4G
7,2024-12-08 13:48:00,2.0,32860,614,24396,816029.0,13807,146,OTA-SHORT,OTA-SHORT,Smartphone,4G
6,2024-12-08 13:48:00,2.0,34230,303,24394,759363.0,7947,5757,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:48:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:48:00,2.0,32860,614,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:48:00,2.0,24804,477,24394,769635.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:48:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:48:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:49:00,2.0,24804,477,24394,769635.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:49:00,2.0,2651,527,24394,771766.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:49:00,2.0,24804,477,24394,769635.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:49:00,2.0,24804,477,24394,769635.0,10720,46,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:49:00,2.0,2651,243,24394,771766.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:49:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:49:00,2.0,32860,614,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:49:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:49:00,2.0,7255,429,24394,853056.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:50:00,2.0,32243,466,24394,828378.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:50:00,2.0,34230,303,24394,759363.0,7947,5757,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:50:00,2.0,42693,118,24394,833534.0,1650,5555,OTA,ON-NET,Smartphone,4G
7,2024-12-08 13:50:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
6,2024-12-08 13:50:00,2.0,42693,118,24394,833534.0,1650,5555,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:50:00,2.0,32243,466,24394,828378.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-08 13:50:00,2.0,32860,614,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
